created_at,language,likes,retweets,text
6/5/2020 15:44,en,0,16122,"RT @Rasmussen_Poll: Reader Tip: Coming Later

Our Daily Presidential Tracking poll today shows Black Likely Voter approval of the job @realâ€¦"
6/5/2020 15:43,en,0,51418,RT @marklevinshow: A vote for Trump is a vote for jobs. A vote for Biden is a vote for mobs.
6/5/2020 15:43,en,0,8207,RT @WhiteHouse: The job surge we're seeing is widespread across American industries! https://t.co/zLyqEykO3Y
6/5/2020 15:43,en,0,12808,"RT @WhiteHouse: ""Equal justice under the law must mean that every American receives equal treatment in every encounter with law enforcementâ€¦"
6/5/2020 15:43,en,0,9518,"RT @WhiteHouse: With 2.5 MILLION jobs added in May, we're on the way to an incredible period of growth! ðŸ”¥ https://t.co/gRrmte6xS3"
6/5/2020 13:01,en,87613,15108,It is a stunner by any stretch of the imagination! @CNBC
6/5/2020 12:59,en,72906,15769,"Itâ€™s a stupendous number. Itâ€™s joyous, letâ€™s call it like it is. The Market was right. Itâ€™s stunning! @jimcramer  @CNBC"
6/5/2020 12:54,en,140641,26226,"Oh no, the Dems are worried again. The only one that can kill this comeback is Sleepy Joe Biden!"
6/5/2020 12:51,en,101929,21499,"Congratulations to wonderful Charles Payne on having been so optimistic, and therefore correct. Market up BIG!!!"
6/5/2020 12:48,en,111823,19168,I will be doing a News Conference at 10:00 A.M. on the Jobs Numbers! White House.
6/5/2020 12:43,en,76818,15058,This is an AMAZING JOBS REPORT! Edward Lawrence @FoxNews
6/5/2020 12:41,en,79349,16622,I am so stunned. Iâ€™ve never seen numbers like this and Iâ€™ve been doing this for 30 years! Steve M. @MariaBartiromo
6/5/2020 12:34,en,87451,16263,THESE NUMBERS ARE INCREDIBLE! @MariaBartiromo
6/5/2020 12:33,en,177627,28485,Really Big Jobs Report. Great going President Trump (kidding but true)!
6/5/2020 12:29,en,0,3989,RT @SenatorEnzi: The unprecedented COVID-19 pandemic has highlighted the need for better federal budgeting. We had the financial tools to aâ€¦
6/5/2020 12:28,en,0,4735,"RT @SenMcSallyAZ: Yesterday, the Senate passed legislation to improve the Paycheck Protection Program and grant greater flexibility to ourâ€¦"
6/5/2020 12:28,en,0,4927,"RT @SenMcSallyAZ: Great to hear that Navy veteran Michael White is on his way home to America!
https://t.co/ppK0OJmtKA"
6/5/2020 12:28,en,0,2814,RT @SenMcSallyAZ: I spoke to Arizonans during a telephone town hall earlier this week about whatâ€™s happening in our country right now. (1/4â€¦
6/5/2020 12:28,en,0,3668,"RT @SenMcSallyAZ: I led a letter to @TheJusticeDept w/ Sens Grassley, Crapo, &amp; Tillis requesting an update on the financial status of the Câ€¦"
6/5/2020 12:27,en,0,4935,"RT @SenTomCotton: In particular, Iâ€™m pleased the administration will be adopting policies similar to my PLA Visa Security Act. Americaâ€™s soâ€¦"
6/5/2020 12:26,en,0,6223,RT @SenTomCotton: The president should use the Insurrection Act to deploy active-duty military forces to these cities to support local lawâ€¦
6/5/2020 12:26,en,0,7637,"RT @SenTomCotton: We should have zero tolerance for anarchy, rioting, and looting. 

If necessary, the president should use the Insurrectioâ€¦"
6/5/2020 12:26,en,0,5439,RT @SenTomCotton: Judge Sullivan is abusing his judicial power for political purposes. Itâ€™s time for General Flynnâ€™s nightmare to end. Iâ€™mâ€¦
6/5/2020 12:26,en,0,6413,"RT @SenTomCotton: The carnage caused by domestic terrorists and other criminals threatens all law-abiding citizens, including peaceful protâ€¦"
6/5/2020 12:26,en,0,21493,RT @SenTomCotton: To those who claim the military has no role in stopping anarchists and other criminals from tearing apart our cities: reaâ€¦
6/5/2020 12:25,en,0,4544,"RT @SenTomCotton: Thereâ€™s no one better equipped to handle a crisis like this than General Milley. Our thanks to him, our troops, and federâ€¦"
6/5/2020 12:25,en,0,4221,"RT @SenTomCotton: Violent anarchists and insurrectionists were once again allowed to rule the streets last night in too many cities. 

Theâ€¦"
6/5/2020 12:25,en,0,4703,RT @SenTomCotton: I applaud the U.K.â€™s decision to open its arms to Hong Kongers fleeing the tyrannical regime in Beijing. Hong Kongers shoâ€¦
6/5/2020 12:25,en,0,4083,RT @SenTomCotton: There is both a legal basis and a long historical precedent for using our National Guard andâ€”if necessaryâ€”federal troopsâ€¦
6/5/2020 12:24,en,0,6873,RT @SenTomCotton: I call upon the administration to prioritize the admission of persecuted Hong Kongers to the United States through the U.â€¦
